a	affy_hugene_1_0_st_v1	ensembl_gene_id	gene_biotype	external_gene_name
756	7892954	ENSG00000084090	protein_coding	STARD7
562	7892957	ENSG00000099783	protein_coding	HNRNPM
2995	7892961	ENSG00000257596	lncRNA	SCAT2
3016	7892961	ENSG00000135486	protein_coding	HNRNPA1
3107	7892962	ENSG00000127022	protein_coding	CANX
1232	7892963	ENSG00000235183	processed_pseudogene	SRP14P3
3427	7892964	ENSG00000089053	protein_coding	ANAPC5
4697	7892966	ENSG00000134440	protein_coding	NARS1
1267	7892967	ENSG00000136504	protein_coding	KAT7
3671	7892967	ENSG00000232842	processed_pseudogene	AL137845.2
2062	7892968	ENSG00000143774	protein_coding	GUK1
1759	7892969	ENSG00000101306	protein_coding	MYLK2
2879	7892969	ENSG00000265474	lncRNA	AC010761.4
3821	7892969	ENSG00000142661	protein_coding	MYOM3
4256	7892969	ENSG00000214113	protein_coding	LYRM4
4486	7892969	ENSG00000223742	lncRNA	AC112495.1
4563	7892969	ENSG00000123473	protein_coding	STIL
4922	7892969	ENSG00000265073	lncRNA	AC010761.2
94	7892970	ENSG00000216101	miRNA	MIR877
1591	7892970	ENSG00000204574	protein_coding	ABCF1
3076	7892972	ENSG00000127022	protein_coding	CANX
4995	7892972	ENSG00000283777	protein_coding	CANX
3798	7892976	ENSG00000075856	protein_coding	SART3
261	7892977	ENSG00000206602	snoRNA	SNORD58A
316	7892977	ENSG00000271982	snoRNA	SNORD58B
2974	7892977	ENSG00000226084	processed_pseudogene	AC113935.1
4209	7892977	ENSG00000215472	protein_coding	RPL17-C18orf32
4217	7892977	ENSG00000265681	protein_coding	RPL17
4314	7892977	ENSG00000244716	processed_pseudogene	BX679664.3
4606	7892977	ENSG00000265182	processed_pseudogene	SRP72P1
4115	7892978	ENSG00000057608	protein_coding	GDI2
1833	7892979	ENSG00000092199	protein_coding	HNRNPC
2161	7892979	ENSG00000213305	processed_pseudogene	HNRNPCP6
2848	7892979	ENSG00000259419	processed_pseudogene	HNRNPCP3
3262	7892979	ENSG00000204253	processed_pseudogene	HNRNPCP2
4913	7892979	ENSG00000100578	protein_coding	KIAA0586
4941	7892979	ENSG00000258900	processed_pseudogene	HNRNPCP1
2920	7892980	ENSG00000083845	protein_coding	RPS5
759	7892981	ENSG00000084090	protein_coding	STARD7
1406	7892983	ENSG00000225057	lncRNA	AC012485.1
2419	7892983	ENSG00000120948	protein_coding	TARDBP
2448	7892983	ENSG00000277726	protein_coding	AL109811.3
418	7892986	ENSG00000131469	protein_coding	RPL27
760	7892987	ENSG00000084090	protein_coding	STARD7
1058	7892989	ENSG00000126247	protein_coding	CAPNS1
181	7892990	ENSG00000265236	snoRNA	SNORD84
3166	7892990	ENSG00000254870	protein_coding	ATP6V1G2-DDX39B
3275	7892990	ENSG00000213760	protein_coding	ATP6V1G2
126	7892993	ENSG00000252427	snoRNA	AC115088.1
1102	7892993	ENSG00000181896	protein_coding	ZNF101
2849	7892993	ENSG00000046889	protein_coding	PREX2
1192	7892995	ENSG00000103363	protein_coding	ELOB
2281	7892996	ENSG00000181163	protein_coding	NPM1
529	7892997	ENSG00000099783	protein_coding	HNRNPM
3072	7892999	ENSG00000127022	protein_coding	CANX
2930	7893001	ENSG00000169567	protein_coding	HINT1
2298	7893004	ENSG00000181163	protein_coding	NPM1
3285	7893005	ENSG00000119953	protein_coding	SMNDC1
2337	7893006	ENSG00000108298	protein_coding	RPL19
791	7893009	ENSG00000175826	protein_coding	CTDNEP1
1601	7893010	ENSG00000204574	protein_coding	ABCF1
2143	7893012	ENSG00000238213	processed_pseudogene	TARDBPP2
2404	7893012	ENSG00000120948	protein_coding	TARDBP
2453	7893012	ENSG00000277726	protein_coding	AL109811.3
4844	7893012	ENSG00000253555	unprocessed_pseudogene	AC011978.1
4146	7893013	ENSG00000057608	protein_coding	GDI2
2540	7893014	ENSG00000168385	protein_coding	SEPTIN2
1486	7893015	ENSG00000138668	protein_coding	HNRNPD
2068	7893016	ENSG00000143774	protein_coding	GUK1
3809	7893017	ENSG00000075856	protein_coding	SART3
2516	7893019	ENSG00000168385	protein_coding	SEPTIN2
428	7893022	ENSG00000131469	protein_coding	RPL27
1963	7893023	ENSG00000100353	protein_coding	EIF3D
3744	7893025	ENSG00000075856	protein_coding	SART3
10	7893027	ENSG00000265116	snoRNA	SNORD117
42	7893027	ENSG00000201785	snoRNA	SNORD117
43	7893027	ENSG00000266295	snoRNA	SNORD117
85	7893027	ENSG00000265849	snoRNA	SNORD117
158	7893027	ENSG00000263358	snoRNA	SNORD117
183	7893027	ENSG00000263359	snoRNA	SNORD117
204	7893027	ENSG00000266419	snoRNA	SNORD117
291	7893027	ENSG00000263625	snoRNA	SNORD117
1819	7893027	ENSG00000215425	protein_coding	DDX39B
1941	7893027	ENSG00000235439	protein_coding	DDX39B
2367	7893027	ENSG00000230624	protein_coding	DDX39B
2973	7893027	ENSG00000225859	protein_coding	DDX39B
3173	7893027	ENSG00000198563	protein_coding	DDX39B
3184	7893027	ENSG00000229496	protein_coding	DDX39B
3521	7893027	ENSG00000225073	protein_coding	DDX39B
4269	7893027	ENSG00000237889	protein_coding	DDX39B
3407	7893028	ENSG00000089053	protein_coding	ANAPC5
4053	7893029	ENSG00000166340	protein_coding	TPP1
4071	7893029	ENSG00000166337	protein_coding	TAF10
3283	7893030	ENSG00000119953	protein_coding	SMNDC1
109	7893031	ENSG00000216101	miRNA	MIR877
695	7893031	ENSG00000236342	protein_coding	ABCF1
1338	7893031	ENSG00000225989	protein_coding	ABCF1
1579	7893031	ENSG00000204574	protein_coding	ABCF1
1797	7893031	ENSG00000206490	protein_coding	ABCF1
2670	7893031	ENSG00000231129	protein_coding	ABCF1
2736	7893031	ENSG00000232169	protein_coding	ABCF1
4397	7893031	ENSG00000236149	protein_coding	ABCF1
3969	7893032	ENSG00000174231	protein_coding	PRPF8
4839	7893032	ENSG00000274442	protein_coding	PRPF8
1876	7893033	ENSG00000092199	protein_coding	HNRNPC
4128	7893035	ENSG00000057608	protein_coding	GDI2
1912	7893036	ENSG00000117410	protein_coding	ATP6V0B
1930	7893036	ENSG00000132768	protein_coding	DPH2
2234	7893039	ENSG00000100811	protein_coding	YY1
2562	7893040	ENSG00000168385	protein_coding	SEPTIN2
4468	7893041	ENSG00000100220	protein_coding	RTCB
353	7893042	ENSG00000284325	miRNA	MIR3655
901	7893042	ENSG00000113141	protein_coding	IK
1999	7893049	ENSG00000100353	protein_coding	EIF3D
307	7893050	ENSG00000276712	miRNA	MIR7111
1353	7893050	ENSG00000226360	processed_pseudogene	RPL10AP6
2592	7893050	ENSG00000244593	processed_pseudogene	AC025062.1
2593	7893050	ENSG00000271654	processed_pseudogene	AC025062.2
2969	7893050	ENSG00000198755	protein_coding	RPL10A
3509	7893050	ENSG00000265936	processed_pseudogene	AC091042.1
1609	7893053	ENSG00000204574	protein_coding	ABCF1
1673	7893056	ENSG00000144028	protein_coding	SNRNP200
2297	7893057	ENSG00000181163	protein_coding	NPM1
2932	7893058	ENSG00000169567	protein_coding	HINT1
3972	7893059	ENSG00000174231	protein_coding	PRPF8
3914	7893061	ENSG00000126067	protein_coding	PSMB2
1319	7893062	ENSG00000136504	protein_coding	KAT7
775	7893064	ENSG00000262302	protein_coding	AC003688.2
782	7893064	ENSG00000175826	protein_coding	CTDNEP1
4249	7893064	ENSG00000241889	processed_pseudogene	AC079944.2
5023	7893064	ENSG00000288307	protein_coding	CTDNEP1
5029	7893064	ENSG00000288264	protein_coding	AC003688.5
3066	7893066	ENSG00000127022	protein_coding	CANX
3231	7893069	ENSG00000124422	protein_coding	USP22
1662	7893070	ENSG00000144028	protein_coding	SNRNP200
4003	7893071	ENSG00000174231	protein_coding	PRPF8
63	7893073	ENSG00000207716	miRNA	MIR572
2867	7893073	ENSG00000250896	processed_pseudogene	RNPS1P1
4024	7893073	ENSG00000205937	protein_coding	RNPS1
597	7893074	ENSG00000147140	protein_coding	NONO
2555	7893075	ENSG00000168385	protein_coding	SEPTIN2
1986	7893076	ENSG00000100353	protein_coding	EIF3D
2089	7893078	ENSG00000114391	protein_coding	RPL24
4705	7893079	ENSG00000134440	protein_coding	NARS1
850	7893080	ENSG00000065427	protein_coding	KARS1
1823	7893081	ENSG00000092199	protein_coding	HNRNPC
2525	7893083	ENSG00000168385	protein_coding	SEPTIN2
2941	7893086	ENSG00000115649	protein_coding	CNPPD1
2185	7893087	ENSG00000110321	protein_coding	EIF4G2
2493	7893088	ENSG00000168385	protein_coding	SEPTIN2
421	7893089	ENSG00000131469	protein_coding	RPL27
2756	7893090	ENSG00000273673	transcribed_processed_pseudogene	AC011295.1
2764	7893090	ENSG00000237550	transcribed_processed_pseudogene	AC243919.1
3725	7893090	ENSG00000163682	protein_coding	RPL9
3887	7893090	ENSG00000238103	processed_pseudogene	RPL9P7
3894	7893090	ENSG00000184831	protein_coding	APOO
1505	7893091	ENSG00000136942	protein_coding	RPL35
3140	7893093	ENSG00000127022	protein_coding	CANX
590	7893094	ENSG00000147140	protein_coding	NONO
3382	7893097	ENSG00000089053	protein_coding	ANAPC5
1044	7893100	ENSG00000126247	protein_coding	CAPNS1
3994	7893102	ENSG00000174231	protein_coding	PRPF8
3056	7893103	ENSG00000127022	protein_coding	CANX
4986	7893103	ENSG00000283777	protein_coding	CANX
3217	7893104	ENSG00000124422	protein_coding	USP22
4667	7893106	ENSG00000175467	protein_coding	SART1
2434	7893108	ENSG00000120948	protein_coding	TARDBP
3789	7893109	ENSG00000075856	protein_coding	SART3
4131	7893112	ENSG00000057608	protein_coding	GDI2
820	7893113	ENSG00000065427	protein_coding	KARS1
2506	7893114	ENSG00000168385	protein_coding	SEPTIN2
837	7893116	ENSG00000065427	protein_coding	KARS1
2254	7893117	ENSG00000181163	protein_coding	NPM1
2031	7893118	ENSG00000105700	protein_coding	KXD1
697	7893122	ENSG00000236342	protein_coding	ABCF1
1340	7893122	ENSG00000225989	protein_coding	ABCF1
1581	7893122	ENSG00000204574	protein_coding	ABCF1
1799	7893122	ENSG00000206490	protein_coding	ABCF1
2672	7893122	ENSG00000231129	protein_coding	ABCF1
2738	7893122	ENSG00000232169	protein_coding	ABCF1
4399	7893122	ENSG00000236149	protein_coding	ABCF1
678	7893125	ENSG00000236342	protein_coding	ABCF1
1321	7893125	ENSG00000225989	protein_coding	ABCF1
1562	7893125	ENSG00000204574	protein_coding	ABCF1
1780	7893125	ENSG00000206490	protein_coding	ABCF1
2653	7893125	ENSG00000231129	protein_coding	ABCF1
2719	7893125	ENSG00000232169	protein_coding	ABCF1
4380	7893125	ENSG00000236149	protein_coding	ABCF1
3300	7893126	ENSG00000119953	protein_coding	SMNDC1
3141	7893127	ENSG00000127022	protein_coding	CANX
4702	7893128	ENSG00000134440	protein_coding	NARS1
1878	7893129	ENSG00000092199	protein_coding	HNRNPC
383	7893131	ENSG00000238622	snoRNA	SNORD97
2198	7893131	ENSG00000110321	protein_coding	EIF4G2
1429	7893133	ENSG00000268093	lncRNA	AC022154.1
1437	7893133	ENSG00000063177	protein_coding	RPL18
4036	7893134	ENSG00000205937	protein_coding	RNPS1
4557	7893136	ENSG00000067560	protein_coding	RHOA
3973	7893137	ENSG00000174231	protein_coding	PRPF8
2692	7893138	ENSG00000096384	protein_coding	HSP90AB1
3826	7893138	ENSG00000183199	processed_pseudogene	HSP90AB3P
2172	7893139	ENSG00000110321	protein_coding	EIF4G2
631	7893141	ENSG00000165119	protein_coding	HNRNPK
3411	7893148	ENSG00000089053	protein_coding	ANAPC5
3060	7893151	ENSG00000127022	protein_coding	CANX
3797	7893152	ENSG00000075856	protein_coding	SART3
3963	7893153	ENSG00000174231	protein_coding	PRPF8
4832	7893153	ENSG00000274442	protein_coding	PRPF8
4126	7893155	ENSG00000057608	protein_coding	GDI2
4673	7893158	ENSG00000175467	protein_coding	SART1
497	7893160	ENSG00000099783	protein_coding	HNRNPM
4462	7893162	ENSG00000100220	protein_coding	RTCB
479	7893164	ENSG00000215492	processed_pseudogene	HNRNPA1P7
865	7893164	ENSG00000250299	transcribed_unprocessed_pseudogene	MRPS31P4
871	7893164	ENSG00000273784	lncRNA	AL137058.2
877	7893164	ENSG00000139675	protein_coding	HNRNPA1L2
1025	7893164	ENSG00000206228	processed_pseudogene	HNRNPA1P4
1167	7893164	ENSG00000229887	transcribed_unprocessed_pseudogene	HNRNPA1P6
1218	7893164	ENSG00000187999	processed_pseudogene	HNRNPA1P61
1722	7893164	ENSG00000214223	processed_pseudogene	HNRNPA1P10
1730	7893164	ENSG00000233780	transcribed_processed_pseudogene	HNRNPA1P30
1744	7893164	ENSG00000253119	processed_pseudogene	HNRNPA3P7
1762	7893164	ENSG00000213049	processed_pseudogene	HNRNPA1P34
1778	7893164	ENSG00000212961	processed_pseudogene	HNRNPA1P40
1956	7893164	ENSG00000249920	processed_pseudogene	HNRNPA1P55
1957	7893164	ENSG00000250339	processed_pseudogene	CXCL1P1
2307	7893164	ENSG00000269119	processed_pseudogene	HNRNPA1P52
2378	7893164	ENSG00000236539	processed_pseudogene	HNRNPA1P54
2600	7893164	ENSG00000229251	processed_pseudogene	HNRNPA1P8
2604	7893164	ENSG00000241947	processed_pseudogene	HNRNPA1P24
2624	7893164	ENSG00000225695	processed_pseudogene	HNRNPA1P35
2714	7893164	ENSG00000205412	processed_pseudogene	HNRNPA1P20
2760	7893164	ENSG00000230170	processed_pseudogene	HNRNPA1P28
2990	7893164	ENSG00000257596	lncRNA	SCAT2
3005	7893164	ENSG00000135486	protein_coding	HNRNPA1
4215	7893164	ENSG00000239345	processed_pseudogene	HNRNPA1P26
4298	7893164	ENSG00000214204	processed_pseudogene	HNRNPA1P43
4311	7893164	ENSG00000231942	processed_pseudogene	HNRNPA1P36
4333	7893164	ENSG00000264315	processed_pseudogene	HNRNPA1P11
4688	7893164	ENSG00000214761	processed_pseudogene	HNRNPA1P15
4760	7893164	ENSG00000224578	protein_coding	HNRNPA1P48
4923	7893164	ENSG00000270665	processed_pseudogene	HNRNPA1P67
4950	7893164	ENSG00000233615	processed_pseudogene	HNRNPA1P42
2347	7893166	ENSG00000172803	protein_coding	SNX32
4113	7893168	ENSG00000057608	protein_coding	GDI2
1305	7893169	ENSG00000136504	protein_coding	KAT7
3543	7893170	ENSG00000109917	protein_coding	ZPR1
1041	7893173	ENSG00000126247	protein_coding	CAPNS1
516	7893175	ENSG00000099783	protein_coding	HNRNPM
3305	7893176	ENSG00000119953	protein_coding	SMNDC1
4532	7893180	ENSG00000067560	protein_coding	RHOA
692	7893181	ENSG00000236342	protein_coding	ABCF1
1335	7893181	ENSG00000225989	protein_coding	ABCF1
1576	7893181	ENSG00000204574	protein_coding	ABCF1
1794	7893181	ENSG00000206490	protein_coding	ABCF1
2667	7893181	ENSG00000231129	protein_coding	ABCF1
2733	7893181	ENSG00000232169	protein_coding	ABCF1
4394	7893181	ENSG00000236149	protein_coding	ABCF1
4494	7893183	ENSG00000235908	lncRNA	RHOA-IT1
416	7893184	ENSG00000131469	protein_coding	RPL27
1359	7893184	ENSG00000240513	processed_pseudogene	AL049830.2
747	7893187	ENSG00000084090	protein_coding	STARD7
2225	7893188	ENSG00000258904	lncRNA	AL157871.5
2705	7893191	ENSG00000096384	protein_coding	HSP90AB1
1611	7893192	ENSG00000204574	protein_coding	ABCF1
2390	7893194	ENSG00000142676	protein_coding	RPL11
2597	7893194	ENSG00000213613	processed_pseudogene	RPL11P3
1827	7893196	ENSG00000092199	protein_coding	HNRNPC
2159	7893196	ENSG00000213305	processed_pseudogene	HNRNPCP6
3257	7893196	ENSG00000204253	processed_pseudogene	HNRNPCP2
4853	7893196	ENSG00000179412	protein_coding	HNRNPCL4
4912	7893196	ENSG00000100578	protein_coding	KIAA0586
4940	7893196	ENSG00000258900	processed_pseudogene	HNRNPCP1
1316	7893197	ENSG00000136504	protein_coding	KAT7
854	7893199	ENSG00000065427	protein_coding	KARS1
661	7893200	ENSG00000086598	protein_coding	TMED2
4679	7893201	ENSG00000156482	protein_coding	RPL30
2246	7893202	ENSG00000100811	protein_coding	YY1
3243	7893204	ENSG00000124422	protein_coding	USP22
380	7893205	ENSG00000238622	snoRNA	SNORD97
2187	7893205	ENSG00000110321	protein_coding	EIF4G2
2408	7893206	ENSG00000120948	protein_coding	TARDBP
2443	7893206	ENSG00000277726	protein_coding	AL109811.3
1395	7893208	ENSG00000242067	processed_pseudogene	RPL9P28
1513	7893208	ENSG00000242100	processed_pseudogene	RPL9P32
2750	7893208	ENSG00000231181	processed_pseudogene	AL954705.1
2753	7893208	ENSG00000273673	transcribed_processed_pseudogene	AC011295.1
2761	7893208	ENSG00000237550	transcribed_processed_pseudogene	AC243919.1
3722	7893208	ENSG00000163682	protein_coding	RPL9
3884	7893208	ENSG00000238103	processed_pseudogene	RPL9P7
3891	7893208	ENSG00000184831	protein_coding	APOO
3069	7893210	ENSG00000127022	protein_coding	CANX
3816	7893213	ENSG00000075856	protein_coding	SART3
4015	7893215	ENSG00000174231	protein_coding	PRPF8
220	7893216	ENSG00000200623	snoRNA	SNORD18A
277	7893216	ENSG00000199673	snoRNA	SNORD16
2461	7893216	ENSG00000174444	protein_coding	RPL4
1197	7893217	ENSG00000103363	protein_coding	ELOB
1639	7893217	ENSG00000234152	processed_pseudogene	ELOBP1
4367	7893217	ENSG00000255262	processed_pseudogene	ELOBP2
624	7893218	ENSG00000165119	protein_coding	HNRNPK
1144	7893218	ENSG00000243547	processed_pseudogene	HNRNPKP4
3226	7893220	ENSG00000124422	protein_coding	USP22
3807	7893222	ENSG00000075856	protein_coding	SART3
3803	7893224	ENSG00000075856	protein_coding	SART3
3487	7893226	ENSG00000122565	protein_coding	CBX3
4645	7893229	ENSG00000175467	protein_coding	SART1
1247	7893230	ENSG00000235183	processed_pseudogene	SRP14P3
899	7893231	ENSG00000113141	protein_coding	IK
1758	7893231	ENSG00000007341	protein_coding	ST7L
1955	7893231	ENSG00000107643	protein_coding	MAPK8
2745	7893231	ENSG00000224709	unitary_pseudogene	OR11M1P
2787	7893231	ENSG00000112699	protein_coding	GMDS
4619	7893231	ENSG00000078081	protein_coding	LAMP3
4910	7893231	ENSG00000081014	protein_coding	AP4E1
4642	7893232	ENSG00000175467	protein_coding	SART1
2513	7893234	ENSG00000168385	protein_coding	SEPTIN2
2522	7893235	ENSG00000168385	protein_coding	SEPTIN2
75	7893238	ENSG00000212443	snoRNA	SNORA53
2818	7893238	ENSG00000075415	protein_coding	SLC25A3
4009	7893239	ENSG00000174231	protein_coding	PRPF8
4842	7893239	ENSG00000274442	protein_coding	PRPF8
1257	7893240	ENSG00000136504	protein_coding	KAT7
1890	7893241	ENSG00000092199	protein_coding	HNRNPC
2305	7893242	ENSG00000181163	protein_coding	NPM1
3790	7893243	ENSG00000075856	protein_coding	SART3
2709	7893244	ENSG00000096384	protein_coding	HSP90AB1
3832	7893244	ENSG00000183199	processed_pseudogene	HSP90AB3P
538	7893246	ENSG00000099783	protein_coding	HNRNPM
2430	7893247	ENSG00000120948	protein_coding	TARDBP
825	7893248	ENSG00000065427	protein_coding	KARS1
1968	7893249	ENSG00000100353	protein_coding	EIF3D
458	7893250	ENSG00000204196	processed_pseudogene	RPL12P16
469	7893250	ENSG00000144426	protein_coding	NBEAL1
1870	7893253	ENSG00000092199	protein_coding	HNRNPC
1293	7893254	ENSG00000136504	protein_coding	KAT7
2567	7893255	ENSG00000168385	protein_coding	SEPTIN2
2033	7893256	ENSG00000105700	protein_coding	KXD1
3290	7893257	ENSG00000119953	protein_coding	SMNDC1
2779	7893258	ENSG00000143621	protein_coding	ILF2
213	7893259	ENSG00000251886	snRNA	RNU6-120P
475	7893259	ENSG00000213860	processed_pseudogene	RPL21P75
801	7893259	ENSG00000239470	processed_pseudogene	AC011979.1
1090	7893259	ENSG00000244582	processed_pseudogene	RPL21P120
1378	7893259	ENSG00000244527	processed_pseudogene	AC022795.1
1451	7893259	ENSG00000220749	processed_pseudogene	RPL21P28
1500	7893259	ENSG00000229605	processed_pseudogene	RPL21P93
1560	7893259	ENSG00000242571	processed_pseudogene	RPL21P11
2130	7893259	ENSG00000180662	processed_pseudogene	RPL21P8
2400	7893259	ENSG00000122026	protein_coding	RPL21
2642	7893259	ENSG00000243071	processed_pseudogene	AC107032.1
2710	7893259	ENSG00000240898	processed_pseudogene	AC132942.1
2712	7893259	ENSG00000040531	protein_coding	CTNS
2856	7893259	ENSG00000214760	processed_pseudogene	RPL21P1
2875	7893259	ENSG00000213343	processed_pseudogene	RPL21P18
3602	7893259	ENSG00000259738	processed_pseudogene	ZNF444P1
3615	7893259	ENSG00000242747	processed_pseudogene	AC090515.2
3660	7893259	ENSG00000215063	processed_pseudogene	RPL21P2
3713	7893259	ENSG00000217379	processed_pseudogene	AL589647.1
3833	7893259	ENSG00000243181	processed_pseudogene	AC087343.1
4371	7893259	ENSG00000244021	processed_pseudogene	AC093591.1
4591	7893259	ENSG00000239374	processed_pseudogene	AC090013.1
4785	7893259	ENSG00000220793	processed_pseudogene	RPL21P119
4932	7893259	ENSG00000220842	processed_pseudogene	RPL21P16
2500	7893260	ENSG00000168385	protein_coding	SEPTIN2
3948	7893261	ENSG00000174231	protein_coding	PRPF8
